id,title,description,link,image_link,availability,price,sale_price,brand,condition,gtin,mpn,identifier_exists
718,Amerex 718 Z-Series | 30 lb Purple K | Compliance Flow Fire Extinguisher | 160B:C,"The Amerex 718 Z-Series is a 30 lb Purple K dry chemical compliance flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 30 lb Purple K dry chemical 160B:C fire rating Compliance Flow design 34-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 718 Series: Z-Series High Performance Agent: Purple K dry chemical Capacity: 30 lb Flow type: Compliance Flow Rating: 160B:C Discharge time: 34 seconds Shipping weight: 58 lb",https://teslafire.com/product/amerex-718-z-series-30-lb-purple-k-compliance-flow-fire-extinguisher-160bc/,https://teslafire.com/wp-content/uploads/2026/07/718.png,in_stock,1144.99 USD,878.00 USD,Amerex,new,,718,
790,Amerex 790 Z-Series | 13.2 lb ABC | Fast Flow Fire Extinguisher | 2A:40B:C,"The Amerex 790 Z-Series is a 13.2 lb ABC dry chemical fast flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 13.2 lb ABC dry chemical 2A:40B:C fire rating Fast Flow design 15-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 790 Series: Z-Series High Performance Agent: ABC dry chemical Capacity: 13.2 lb Flow type: Fast Flow Rating: 2A:40B:C Discharge time: 15 seconds Shipping weight: 31 lb",https://teslafire.com/product/amerex-790-z-series-13-2-lb-abc-fast-flow-fire-extinguisher-2a40bc/,https://teslafire.com/wp-content/uploads/2026/07/790.png,in_stock,792.81 USD,,Amerex,new,,790,
791,Amerex 791 Z-Series | 20 lb ABC | Fast Flow Fire Extinguisher | 4A:40B:C,"The Amerex 791 Z-Series is a 20 lb ABC dry chemical fast flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 20 lb ABC dry chemical 4A:40B:C fire rating Fast Flow design 18-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 791 Series: Z-Series High Performance Agent: ABC dry chemical Capacity: 20 lb Flow type: Fast Flow Rating: 4A:40B:C Discharge time: 18 seconds Shipping weight: 53 lb",https://teslafire.com/product/amerex-791-z-series-20-lb-abc-fast-flow-fire-extinguisher-4a40bc/,https://teslafire.com/wp-content/uploads/2026/07/791-2.png,in_stock,875.89 USD,673.00 USD,Amerex,new,,791,
792,Amerex 792 Z-Series | 30 lb ABC | Fast Flow Fire Extinguisher | 4A:40B:C,"The Amerex 792 Z-Series is a 30 lb ABC dry chemical fast flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 30 lb ABC dry chemical 4A:40B:C fire rating Fast Flow design 21-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 792 Series: Z-Series High Performance Agent: ABC dry chemical Capacity: 30 lb Flow type: Fast Flow Rating: 4A:40B:C Discharge time: 21 seconds Shipping weight: 58 lb",https://teslafire.com/product/amerex-792-z-series-30-lb-abc-fast-flow-fire-extinguisher-4a40bc/,https://teslafire.com/wp-content/uploads/2026/07/792.png,in_stock,1046.98 USD,801.00 USD,Amerex,new,,792,
793,Amerex 793 Z-Series | 13.2 lb Purple K | Fast Flow Fire Extinguisher | 40B:C,"The Amerex 793 Z-Series is a 13.2 lb Purple K dry chemical fast flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 13.2 lb Purple K dry chemical 40B:C fire rating Fast Flow design 15-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 793 Series: Z-Series High Performance Agent: Purple K dry chemical Capacity: 13.2 lb Flow type: Fast Flow Rating: 40B:C Discharge time: 15 seconds Shipping weight: 31 lb",https://teslafire.com/product/amerex-793-z-series-13-2-lb-purple-k-fast-flow-fire-extinguisher-40bc/,https://teslafire.com/wp-content/uploads/2026/07/793.png,in_stock,808.73 USD,621.00 USD,Amerex,new,,793,
794,Amerex 794 Z-Series | 20 lb Purple K | Fast Flow Fire Extinguisher | 40B:C,"The Amerex 794 Z-Series is a 20 lb Purple K dry chemical fast flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 20 lb Purple K dry chemical 40B:C fire rating Fast Flow design 15-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 794 Series: Z-Series High Performance Agent: Purple K dry chemical Capacity: 20 lb Flow type: Fast Flow Rating: 40B:C Discharge time: 15 seconds Shipping weight: 43 lb",https://teslafire.com/product/amerex-794-z-series-20-lb-purple-k-fast-flow-fire-extinguisher-40bc/,https://teslafire.com/wp-content/uploads/2026/07/794-1.png,in_stock,930.26 USD,714.00 USD,Amerex,new,,794,
795,Amerex 795 Z-Series | 20 lb Purple K | Fast Flow Fire Extinguisher | 20B:C,"The Amerex 795 Z-Series is a 20 lb Purple K dry chemical fast flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 20 lb Purple K dry chemical 20B:C fire rating Fast Flow design 10-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 795 Series: Z-Series High Performance Agent: Purple K dry chemical Capacity: 20 lb Flow type: Fast Flow Rating: 20B:C Discharge time: 10 seconds Shipping weight: 43 lb",https://teslafire.com/product/amerex-795-z-series-20-lb-purple-k-fast-flow-fire-extinguisher-20bc/,https://teslafire.com/wp-content/uploads/2026/07/795-1.png,in_stock,930.35 USD,714.00 USD,Amerex,new,,795,
796,Amerex 796 Z-Series | 30 lb Purple K | Fast Flow Fire Extinguisher | 40B:C,"The Amerex 796 Z-Series is a 30 lb Purple K dry chemical fast flow fire extinguisher built for corrosive and high-hazard industrial environments. Its proprietary zinc-rich corrosion-resistant coating, heavy-duty brass valve components, and stored-pressure design provide reliable performance with straightforward inspection and maintenance. Key Features 30 lb Purple K dry chemical 40B:C fire rating Fast Flow design 16-second discharge time UL Verified corrosion-resistant Z-Series construction Chrome-plated brass valve Stored-pressure operation 12-year manufacturer’s corrosion warranty Wall bracket included Applications Oil and gas facilities Marine and coastal environments Mining operations Chemical processing plants Heavy manufacturing Waste-management facilities Specifications Manufacturer: Amerex Model: 796 Series: Z-Series High Performance Agent: Purple K dry chemical Capacity: 30 lb Flow type: Fast Flow Rating: 40B:C Discharge time: 16 seconds Shipping weight: 58 lb",https://teslafire.com/product/amerex-796-z-series-30-lb-purple-k-fast-flow-fire-extinguisher-40bc/,https://teslafire.com/wp-content/uploads/2026/07/796.png,in_stock,1136.20 USD,871.00 USD,Amerex,new,,796,
495,Amerex 495 | 50 lb ABC | Wheeled Dry Chemical Fire Extinguisher | 20A:160B:C,"The Amerex 495 is a 50 lb wheeled ABC multipurpose dry chemical fire extinguisher designed for large-volume fire protection in extra-high-hazard commercial and industrial areas. The rugged carriage, long-range hose and high-capacity agent supply allow one-person transport and operation. Key Features 50 lb ABC multipurpose dry chemical 20A:160B:C fire rating Stored Pressure configuration 35-second discharge time 25 ft discharge hose 12.5"" semi-pneumatic wheels Heavy-duty steel cylinder and carriage UL Listed Applications Oil and gas operations Mining sites Chemical facilities Airports and military installations Heavy construction Industrial manufacturing Specifications Manufacturer: Amerex Model: 495 Agent: ABC multipurpose dry chemical Capacity: 50 lb Operating design: Stored Pressure Rating: 20A:160B:C Discharge time: 35 seconds Hose length: 25 ft Wheel type: 12.5"" semi-pneumatic Shipping weight: 174 lb",https://teslafire.com/product/amerex-495x-50-lb-abc-wheeled-dry-chemical-fire-extinguisher-20a160bc/,https://teslafire.com/wp-content/uploads/2026/07/495X-1.png,in_stock,4668.98 USD,3567.00 USD,Amerex,new,,495,
488,Amerex 488 | 125 lb ABC | Wheeled Dry Chemical Fire Extinguisher | 30A:240B:C,"The Amerex 488 is a 125 lb wheeled ABC multipurpose dry chemical fire extinguisher designed for large-volume fire protection in extra-high-hazard commercial and industrial areas. The rugged carriage, long-range hose and high-capacity agent supply allow one-person transport and operation. Key Features 125 lb ABC multipurpose dry chemical 30A:240B:C fire rating Stored Pressure configuration 49-second discharge time 50 ft discharge hose 16"" semi-pneumatic wheels Heavy-duty steel cylinder and carriage UL Listed Applications Oil and gas operations Mining sites Chemical facilities Airports and military installations Heavy construction Industrial manufacturing Specifications Manufacturer: Amerex Model: 488 Agent: ABC multipurpose dry chemical Capacity: 125 lb Operating design: Stored Pressure Rating: 30A:240B:C Discharge time: 49 seconds Hose length: 50 ft Wheel type: 16"" semi-pneumatic Shipping weight: 344 lb",https://teslafire.com/product/amerex-488x-125-lb-abc-wheeled-dry-chemical-fire-extinguisher-30a240bc/,https://teslafire.com/wp-content/uploads/2026/07/488x.png,in_stock,8302.15 USD,5737.00 USD,Amerex,new,,488,
497,Amerex 497 | 50 lb Purple K | Wheeled Dry Chemical Fire Extinguisher | 160B:C,"The Amerex 497 is a 50 lb wheeled Purple K dry chemical fire extinguisher designed for large-volume fire protection in extra-high-hazard commercial and industrial areas. The rugged carriage, long-range hose and high-capacity agent supply allow one-person transport and operation. Key Features 50 lb Purple K dry chemical 160B:C fire rating Stored Pressure configuration 33-second discharge time 25 ft discharge hose 12.5"" semi-pneumatic wheels Heavy-duty steel cylinder and carriage UL Listed Applications Oil and gas operations Mining sites Chemical facilities Airports and military installations Heavy construction Industrial manufacturing Specifications Manufacturer: Amerex Model: 497 Agent: Purple K dry chemical Capacity: 50 lb Operating design: Stored Pressure Rating: 160B:C Discharge time: 33 seconds Hose length: 25 ft Wheel type: 12.5"" semi-pneumatic Shipping weight: 174 lb",https://teslafire.com/product/amerex-497-50-lb-purple-k-wheeled-dry-chemical-fire-extinguisher-160bc/,https://teslafire.com/wp-content/uploads/2026/07/497.png,in_stock,5240.07 USD,,Amerex,new,,497,
490,Amerex 490 | 125 lb Purple K | Wheeled Dry Chemical Fire Extinguisher | 320B:C,"The Amerex 490 is a 125 lb wheeled Purple K dry chemical fire extinguisher designed for large-volume fire protection in extra-high-hazard commercial and industrial areas. The rugged carriage, long-range hose and high-capacity agent supply allow one-person transport and operation. Key Features 125 lb Purple K dry chemical 320B:C fire rating Stored Pressure configuration 52-second discharge time 50 ft discharge hose 16"" semi-pneumatic wheels Heavy-duty steel cylinder and carriage UL Listed Applications Oil and gas operations Mining sites Chemical facilities Airports and military installations Heavy construction Industrial manufacturing Specifications Manufacturer: Amerex Model: 490 Agent: Purple K dry chemical Capacity: 125 lb Operating design: Stored Pressure Rating: 320B:C Discharge time: 52 seconds Hose length: 50 ft Wheel type: 16"" semi-pneumatic Shipping weight: 344 lb",https://teslafire.com/product/amerex-490x-125-lb-purple-k-wheeled-dry-chemical-fire-extinguisher-320bc/,https://teslafire.com/wp-content/uploads/2026/07/490x.png,in_stock,9478.09 USD,6549.00 USD,Amerex,new,,490,
450,Amerex 450 | 125 lb ABC | Wheeled Dry Chemical Fire Extinguisher | 30A:240B:C,"The Amerex 450 is a 125 lb wheeled ABC multipurpose dry chemical fire extinguisher designed for large-volume fire protection in extra-high-hazard commercial and industrial areas. The rugged carriage, long-range hose and high-capacity agent supply allow one-person transport and operation. Key Features 125 lb ABC multipurpose dry chemical 30A:240B:C fire rating Nitrogen Cylinder Operated configuration 52-second discharge time 50 ft discharge hose 16"" semi-pneumatic wheels Heavy-duty steel cylinder and carriage UL Listed Applications Oil and gas operations Mining sites Chemical facilities Airports and military installations Heavy construction Industrial manufacturing Specifications Manufacturer: Amerex Model: 450 Agent: ABC multipurpose dry chemical Capacity: 125 lb Operating design: Nitrogen Cylinder Operated Rating: 30A:240B:C Discharge time: 52 seconds Hose length: 50 ft Wheel type: 16"" semi-pneumatic Shipping weight: 335 lb",https://teslafire.com/product/amerex-450-125-lb-abc-wheeled-dry-chemical-fire-extinguisher-30a240bc/,https://teslafire.com/wp-content/uploads/2026/07/450.png,in_stock,8549.97 USD,,Amerex,new,,450,
452,Amerex 452 | 125 lb Purple K | Wheeled Dry Chemical Fire Extinguisher | 320B:C,"The Amerex 452 is a 125 lb wheeled Purple K dry chemical fire extinguisher designed for large-volume fire protection in extra-high-hazard commercial and industrial areas. The rugged carriage, long-range hose and high-capacity agent supply allow one-person transport and operation. Key Features 125 lb Purple K dry chemical 320B:C fire rating Nitrogen Cylinder Operated configuration 52-second discharge time 50 ft discharge hose 16"" semi-pneumatic wheels Heavy-duty steel cylinder and carriage UL Listed Applications Oil and gas operations Mining sites Chemical facilities Airports and military installations Heavy construction Industrial manufacturing Specifications Manufacturer: Amerex Model: 452 Agent: Purple K dry chemical Capacity: 125 lb Operating design: Nitrogen Cylinder Operated Rating: 320B:C Discharge time: 52 seconds Hose length: 50 ft Wheel type: 16"" semi-pneumatic Shipping weight: 335 lb",https://teslafire.com/product/amerex-452-125-lb-purple-k-wheeled-dry-chemical-fire-extinguisher-320bc/,https://teslafire.com/wp-content/uploads/2026/07/amerex-125-lb.png,in_stock,9873.35 USD,,Amerex,new,,452,
491,Amerex 491 | 300 lb ABC | Wheeled Dry Chemical Fire Extinguisher | 40A:320B:C,"The Amerex 491 is a 300 lb wheeled ABC multipurpose dry chemical fire extinguisher designed for large-volume fire protection in extra-high-hazard commercial and industrial areas. The rugged carriage, long-range hose and high-capacity agent supply allow one-person transport and operation. Key Features 300 lb ABC multipurpose dry chemical 40A:320B:C fire rating Nitrogen Cylinder Operated configuration 60-second discharge time 50 ft discharge hose 36"" steel wheels Heavy-duty steel cylinder and carriage UL Listed Applications Oil and gas operations Mining sites Chemical facilities Airports and military installations Heavy construction Industrial manufacturing Specifications Manufacturer: Amerex Model: 491 Agent: ABC multipurpose dry chemical Capacity: 300 lb Operating design: Nitrogen Cylinder Operated Rating: 40A:320B:C Discharge time: 60 seconds Hose length: 50 ft Wheel type: 36"" steel Shipping weight: 743 lb",https://teslafire.com/product/amerex-491-300-lb-abc-wheeled-dry-chemical-fire-extinguisher-40a320bc/,https://teslafire.com/wp-content/uploads/2026/07/491-1.png,in_stock,13769.32 USD,9515.00 USD,Amerex,new,,491,
493,Amerex 493 | 300 lb Purple K | Wheeled Dry Chemical Fire Extinguisher | 320B:C,"The Amerex 493 is a 300 lb wheeled Purple K dry chemical fire extinguisher designed for large-volume fire protection in extra-high-hazard commercial and industrial areas. The rugged carriage, long-range hose and high-capacity agent supply allow one-person transport and operation. Key Features 300 lb Purple K dry chemical 320B:C fire rating Nitrogen Cylinder Operated configuration 67-second discharge time 50 ft discharge hose 36"" steel wheels Heavy-duty steel cylinder and carriage UL Listed Applications Oil and gas operations Mining sites Chemical facilities Airports and military installations Heavy construction Industrial manufacturing Specifications Manufacturer: Amerex Model: 493 Agent: Purple K dry chemical Capacity: 300 lb Operating design: Nitrogen Cylinder Operated Rating: 320B:C Discharge time: 67 seconds Hose length: 50 ft Wheel type: 36"" steel Shipping weight: 743 lb",https://teslafire.com/product/amerex-493-300-lb-purple-k-wheeled-dry-chemical-fire-extinguisher-320bc/,https://teslafire.com/wp-content/uploads/2026/07/493.png,in_stock,16229.08 USD,,Amerex,new,,493,
845,Amerex 845 Vehicle Bracket | Model A620,"The Amerex 845 Vehicle Bracket | Model A620 is engineered to securely retain A620 extinguisher in demanding vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 845 Product type: Fire extinguisher mounting bracket Compatibility: A620 extinguisher Application: Vehicle Shipping weight: 0.5 lb",https://teslafire.com/product/amerex-845-vehicle-bracket-model-a620/,https://teslafire.com/wp-content/uploads/2026/07/845.png,in_stock,15.18 USD,,Amerex,new,,845,
845B,Amerex 845B Black Vehicle Bracket | Model A620,"The Amerex 845B Black Vehicle Bracket | Model A620 is engineered to securely retain A620 extinguisher in demanding vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 845B Product type: Fire extinguisher mounting bracket Compatibility: A620 extinguisher Application: Vehicle Shipping weight: 0.5 lb",https://teslafire.com/product/amerex-845b-black-vehicle-bracket-model-a620/,https://teslafire.com/wp-content/uploads/2026/07/845B-1.png,in_stock,20.72 USD,,Amerex,new,,845B,
817B,Amerex 817B Black Vehicle/Marine Bracket | 2.5 lb Extinguishers,"The Amerex 817B Black Vehicle/Marine Bracket | 2.5 lb Extinguishers is engineered to securely retain 2.5 lb Amerex extinguishers in demanding vehicle and marine applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 817B Product type: Fire extinguisher mounting bracket Compatibility: 2.5 lb Amerex extinguishers Application: Vehicle And Marine Shipping weight: 0.5 lb",https://teslafire.com/product/amerex-817b-black-vehicle-marine-bracket-2-5-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/817B.png,in_stock,31.67 USD,,Amerex,new,,817B,
818B,Amerex 818B Black Vehicle/Marine Bracket | 5 lb Extinguishers,"The Amerex 818B Black Vehicle/Marine Bracket | 5 lb Extinguishers is engineered to securely retain 5 lb Amerex extinguishers in demanding vehicle and marine applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 818B Product type: Fire extinguisher mounting bracket Compatibility: 5 lb Amerex extinguishers Application: Vehicle And Marine Shipping weight: 0.5 lb",https://teslafire.com/product/amerex-818b-black-vehicle-marine-bracket-5-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/818B.png,in_stock,38.99 USD,,Amerex,new,,818B,
821,Amerex 821 Vehicle/Marine Bracket | 5 lb Extinguishers,"The Amerex 821 Vehicle/Marine Bracket | 5 lb Extinguishers is engineered to securely retain 5 lb Amerex extinguishers in demanding vehicle and marine applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 821 Product type: Fire extinguisher mounting bracket Compatibility: 5 lb Amerex extinguishers Application: Vehicle And Marine Shipping weight: 1 lb",https://teslafire.com/product/amerex-821-vehicle-marine-bracket-5-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/821.png,in_stock,22.70 USD,,Amerex,new,,821,
808,Amerex 808 Vehicle/Marine Bracket | 6 & 9 lb Extinguishers,"The Amerex 808 Vehicle/Marine Bracket | 6 & 9 lb Extinguishers is engineered to securely retain 6 and 9 lb Amerex extinguishers in demanding vehicle and marine applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 808 Product type: Fire extinguisher mounting bracket Compatibility: 6 and 9 lb Amerex extinguishers Application: Vehicle And Marine Shipping weight: 1 lb",https://teslafire.com/product/amerex-808-vehicle-marine-bracket-6-9-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/808.png,in_stock,139.13 USD,,Amerex,new,,808,
846,Amerex 846 Vehicle/Marine Bracket | 10 lb Tall Extinguishers,"The Amerex 846 Vehicle/Marine Bracket | 10 lb Tall Extinguishers is engineered to securely retain 10 lb tall Amerex extinguishers in demanding vehicle and marine applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 846 Product type: Fire extinguisher mounting bracket Compatibility: 10 lb tall Amerex extinguishers Application: Vehicle And Marine Shipping weight: 1.5 lb",https://teslafire.com/product/amerex-846-vehicle-marine-bracket-10-lb-tall-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/846.png,in_stock,60.01 USD,,Amerex,new,,846,
817S,Amerex 817S Aviation Double-Strap Bracket | 2.5 & 3 lb Extinguishers,"The Amerex 817S Aviation Double-Strap Bracket | 2.5 & 3 lb Extinguishers is engineered to securely retain 2.5 and 3 lb Amerex extinguishers in demanding aviation applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Aircraft or aviation support equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 817S Product type: Fire extinguisher mounting bracket Compatibility: 2.5 and 3 lb Amerex extinguishers Application: Aviation Shipping weight: 1 lb",https://teslafire.com/product/amerex-817s-aviation-double-strap-bracket-2-5-3-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/817s.png,in_stock,28.66 USD,,Amerex,new,,817S,
817SB,Amerex 817SB Black Aviation Double-Strap Bracket | 2.5 & 3 lb Extinguishers,"The Amerex 817SB Black Aviation Double-Strap Bracket | 2.5 & 3 lb Extinguishers is engineered to securely retain 2.5 and 3 lb Amerex extinguishers in demanding aviation applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Aircraft or aviation support equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 817SB Product type: Fire extinguisher mounting bracket Compatibility: 2.5 and 3 lb Amerex extinguishers Application: Aviation Shipping weight: 1 lb",https://teslafire.com/product/amerex-817sb-black-aviation-double-strap-bracket-2-5-3-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/817sb.png,in_stock,233.63 USD,,Amerex,new,,817SB,
818S,Amerex 818S Aviation Double-Strap Bracket | 5 lb Extinguishers,"The Amerex 818S Aviation Double-Strap Bracket | 5 lb Extinguishers is engineered to securely retain 5 lb Amerex extinguishers in demanding aviation applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Aircraft or aviation support equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 818S Product type: Fire extinguisher mounting bracket Compatibility: 5 lb Amerex extinguishers Application: Aviation Shipping weight: 1 lb",https://teslafire.com/product/amerex-818s-aviation-double-strap-bracket-5-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/818s-1.png,in_stock,27.00 USD,,Amerex,new,,818S,
821S,Amerex 821S Aviation Double-Strap Bracket | 5 & 5.5 lb Extinguishers,"The Amerex 821S Aviation Double-Strap Bracket | 5 & 5.5 lb Extinguishers is engineered to securely retain 5 and 5.5 lb Amerex extinguishers in demanding aviation applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Aircraft or aviation support equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 821S Product type: Fire extinguisher mounting bracket Compatibility: 5 and 5.5 lb Amerex extinguishers Application: Aviation Shipping weight: 1.5 lb",https://teslafire.com/product/amerex-821s-aviation-double-strap-bracket-5-5-5-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/821s.png,in_stock,28.80 USD,,Amerex,new,,821S,
860,Amerex 860 Heavy-Duty Rubber-Strap Bracket | 2.75–4.5″ Cylinder,"The Amerex 860 Heavy-Duty Rubber-Strap Bracket | 2.75–4.5″ Cylinder is engineered to securely retain extinguishers with 2.75–4.5"" cylinder diameters in demanding heavy-duty vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 860 Product type: Fire extinguisher mounting bracket Compatibility: extinguishers with 2.75–4.5"" cylinder diameters Application: Heavy-Duty Vehicle Shipping weight: 1.5 lb",https://teslafire.com/product/amerex-860-heavy-duty-rubber-strap-bracket-2-75-4-5″-cylinder/,https://teslafire.com/wp-content/uploads/2026/07/860.png,in_stock,64.33 USD,,Amerex,new,,860,
